Date,PX_OPEN,PX_LAST,PX_LOW,PX_HIGH,PX_BID,PX_ASK,PX_MID,PX_VOLUME,PX_TO_BOOK_RATIO,PE_RATIO,IS_EPS,CASH_RATIO,CUR_RATIO,QUICK_RATIO,AVERAGE_DIVIDEND_YIELD,PROF_MARGIN,OPER_MARGIN
05/10/2017,154.18,155.39,154.05,155.44,155.39,155.4,155.395,21283769,5.9424,17.0621,2.08,0.7358,1.2761,0.9131,1.5445,20.377,24.9529
04/10/2017,153.63,153.48,152.46,153.86,153.47,153.48,153.475,20163750,5.8694,16.8524,2.08,0.7358,1.2761,0.9131,1.5637,20.377,24.9529
03/10/2017,154.01,154.48,153.91,155.09,154.47,154.49,154.48,16230293,5.9076,16.9622,2.08,0.7358,1.2761,0.9131,1.5536,20.377,24.9529
02/10/2017,154.26,153.81,152.72,154.45,153.8,153.81,153.805,18698842,5.882,16.8886,2.08,0.7358,1.2761,0.9131,1.5604,20.377,24.9529
29/09/2017,153.21,154.12,152,154.13,154,154.02,154.01,26299810,5.8938,16.9226,2.08,0.7358,1.2761,0.9131,1.5572,20.377,24.9529
28/09/2017,153.89,153.28,152.7,154.28,153.24,153.26,153.25,22005455,5.9839,17.4374,1.68,0.9441,1.3883,1.0966,1.5266,19.1971,23.7139
27/09/2017,153.8,154.23,153.54,154.7189,154.2,154.22,154.21,25504227,6.021,17.5455,1.68,0.9441,1.3883,1.0966,1.5172,19.1971,23.7139
26/09/2017,151.78,153.14,151.69,153.92,153.22,153.23,153.225,36660045,5.9785,17.4215,1.68,0.9441,1.3883,1.0966,1.528,19.1971,23.7139
25/09/2017,149.99,150.55,149.16,151.83,150.55,150.56,150.555,44387336,5.8774,17.1269,1.68,0.9441,1.3883,1.0966,1.5543,19.1971,23.7139
22/09/2017,152.02,151.89,150.56,152.27,151.75,151.76,151.755,46645443,5.9297,17.2793,1.68,0.9441,1.3883,1.0966,1.5406,19.1971,23.7139
21/09/2017,155.8,153.39,152.75,155.8,153.41,153.43,153.42,37511661,5.9882,17.4499,1.68,0.9441,1.3883,1.0966,1.5255,19.1971,23.7139
20/09/2017,157.9,156.07,153.83,158.26,156.04,156.05,156.045,52951364,6.0929,17.7548,1.68,0.9441,1.3883,1.0966,1.4993,19.1971,23.7139
19/09/2017,159.51,158.73,158.44,159.77,158.72,158.73,158.725,20810632,6.1967,18.0574,1.68,0.9441,1.3883,1.0966,1.4742,19.1971,23.7139
18/09/2017,160.11,158.67,157.995,160.5,158.64,158.67,158.655,28269435,6.1944,18.0506,1.68,0.9441,1.3883,1.0966,1.4748,19.1971,23.7139
15/09/2017,158.47,159.88,158,160.97,159.86,159.88,159.87,49114602,6.2416,18.1883,1.68,0.9441,1.3883,1.0966,1.4636,19.1971,23.7139
14/09/2017,158.99,158.28,158.09,159.4,158.27,158.29,158.28,23760749,6.1791,18.0062,1.68,0.9441,1.3883,1.0966,1.4784,19.1971,23.7139
13/09/2017,159.87,159.65,157.91,159.96,159.61,159.62,159.615,44907361,6.2326,18.1621,1.68,0.9441,1.3883,1.0966,1.4657,19.1971,23.7139
12/09/2017,162.61,160.86,158.77,163.96,160.84,160.85,160.845,71714046,6.2799,18.2997,1.68,0.9441,1.3883,1.0966,1.4547,19.1971,23.7139
11/09/2017,160.5,161.5,159.89,162.05,161.48,161.49,161.485,31580798,6.3049,18.3726,1.68,0.9441,1.3883,1.0966,1.4489,19.1971,23.7139
08/09/2017,160.86,158.63,158.53,161.15,158.62,158.63,158.625,28611535,6.1928,18.0461,1.68,0.9441,1.3883,1.0966,1.4751,19.1971,23.7139
07/09/2017,162.09,161.26,160.36,162.24,161.25,161.27,161.26,21928502,6.2955,18.3452,1.68,0.9441,1.3883,1.0966,1.4511,19.1971,23.7139
06/09/2017,162.71,161.91,160.52,162.99,161.87,161.92,161.895,21651726,6.3209,18.4192,1.68,0.9441,1.3883,1.0966,1.4452,19.1971,23.7139
05/09/2017,163.75,162.08,160.56,164.25,162.08,162.09,162.085,29536314,6.3275,18.4385,1.68,0.9441,1.3883,1.0966,1.4437,19.1971,23.7139
01/09/2017,164.8,164.05,163.63,164.94,164.03,164.04,164.035,16591051,6.4044,18.6626,1.68,0.9441,1.3883,1.0966,1.4264,19.1971,23.7139
31/08/2017,163.64,164,163.48,164.52,163.99,164.02,164.005,26785096,6.4024,18.657,1.68,0.9441,1.3883,1.0966,1.4268,19.1971,23.7139
30/08/2017,163.8,163.35,162.61,163.89,163.3,163.33,163.315,27269584,6.3771,18.583,1.68,0.9441,1.3883,1.0966,1.4325,19.1971,23.7139
29/08/2017,160.1,162.91,160,163.12,162.92,162.93,162.925,29516910,6.3599,18.533,1.68,0.9441,1.3883,1.0966,1.4364,19.1971,23.7139
28/08/2017,160.14,161.47,159.93,162,161.47,161.48,161.475,25965972,6.3037,18.3691,1.68,0.9441,1.3883,1.0966,1.4492,19.1971,23.7139
25/08/2017,159.65,159.86,159.27,160.56,159.86,159.87,159.865,25480063,6.2408,18.186,1.68,0.9441,1.3883,1.0966,1.4638,19.1971,23.7139
24/08/2017,160.43,159.27,158.55,160.74,159.28,159.29,159.285,19818918,6.2178,18.1189,1.68,0.9441,1.3883,1.0966,1.4692,19.1971,23.7139
23/08/2017,159.07,159.98,158.88,160.47,159.98,159.99,159.985,19399081,6.2455,18.1996,1.68,0.9441,1.3883,1.0966,1.4627,19.1971,23.7139
22/08/2017,158.23,159.78,158.02,160,159.78,159.79,159.785,21604585,6.2377,18.1769,1.68,0.9441,1.3883,1.0966,1.4645,19.1971,23.7139
21/08/2017,157.5,157.21,155.1101,157.89,157.15,157.16,157.155,26368528,6.1374,17.8845,1.68,0.9441,1.3883,1.0966,1.4885,19.1971,23.7139
18/08/2017,157.86,157.5,156.72,159.5,157.51,157.54,157.525,27428069,6.1487,17.9175,1.68,0.9441,1.3883,1.0966,1.4857,19.1971,23.7139
17/08/2017,160.52,157.86,157.84,160.71,157.86,157.88,157.87,27940565,6.1627,17.9585,1.68,0.9441,1.3883,1.0966,1.4823,19.1971,23.7139
16/08/2017,161.94,160.95,160.15,162.51,160.92,160.95,160.935,27671612,6.2834,18.31,1.68,0.9441,1.3883,1.0966,1.4539,19.1971,23.7139
15/08/2017,160.66,161.6,160.14,162.195,161.63,161.65,161.64,29465487,6.3088,18.3839,1.68,0.9441,1.3883,1.0966,1.448,19.1971,23.7139
14/08/2017,159.32,159.85,158.75,160.21,159.78,159.8,159.79,22122734,6.2404,18.1848,1.68,0.9441,1.3883,1.0966,1.4639,19.1971,23.7139
11/08/2017,156.6,157.48,156.07,158.5728,157.15,157.48,157.315,26257096,6.1479,17.9152,1.68,0.9441,1.3883,1.0966,1.4859,19.1971,23.7139
10/08/2017,159.9,155.32,154.63,160,155.3,155.32,155.31,40804273,6.0636,17.6695,1.68,0.9441,1.3883,1.0966,1.5066,19.1971,23.7139
09/08/2017,159.26,161.06,159.11,161.27,161.07,161.09,161.08,26131530,6.2877,18.3225,1.68,0.9441,1.3883,1.0966,1.4529,19.1971,23.7139
08/08/2017,158.6,160.08,158.27,161.83,160.1,160.12,160.11,36205896,6.2494,18.211,1.68,0.9441,1.3883,1.0966,1.4618,19.1971,23.7139
07/08/2017,157.06,158.81,156.6701,158.92,158.79,158.8,158.795,21870321,6.1998,18.0665,1.68,0.9441,1.3883,1.0966,1.4735,19.1971,23.7139
04/08/2017,156.07,156.39,155.69,157.4,156.34,156.35,156.345,20559852,6.1054,17.7912,1.68,0.9441,1.3883,1.0966,1.4963,19.1971,23.7139
03/08/2017,157.05,155.57,155.02,157.21,155.53,155.54,155.535,27097296,6.0733,17.6979,1.68,0.9441,1.3883,1.0966,1.5041,19.1971,23.7139
02/08/2017,159.28,157.14,156.16,159.75,157.14,157.15,157.145,69936800,6.1346,17.8765,1.68,0.9441,1.3883,1.0966,1.4891,19.1971,23.7139
01/08/2017,149.1,150.05,148.41,150.22,150.05,150.06,150.055,35368645,5.8579,17.07,1.68,0.9441,1.3883,1.0966,1.5595,19.1971,23.7139
31/07/2017,149.9,148.73,148.13,150.33,148.77,148.78,148.775,19845920,5.8063,16.9198,1.68,0.9441,1.3883,1.0966,1.5733,19.1971,23.7139
28/07/2017,149.89,149.5,149.19,150.23,149.48,149.5,149.49,17213653,5.8364,17.0074,1.68,0.9441,1.3883,1.0966,1.5652,19.1971,23.7139
27/07/2017,153.75,150.56,147.3,153.99,150.54,150.55,150.545,32476337,5.8778,17.128,1.68,0.9441,1.3883,1.0966,1.5542,19.1971,23.7139
26/07/2017,153.35,153.46,153.06,153.93,153.5,153.51,153.505,15780951,5.991,17.4579,1.68,0.9441,1.3883,1.0966,1.5248,19.1971,23.7139
25/07/2017,151.8,152.74,151.8,153.84,152.75,152.76,152.755,18853932,5.9629,17.376,1.68,0.9441,1.3883,1.0966,1.532,19.1971,23.7139
24/07/2017,150.58,152.09,149.9,152.44,152.11,152.12,152.115,21493160,5.9375,17.3021,1.68,0.9441,1.3883,1.0966,1.5386,19.1971,23.7139
21/07/2017,149.99,150.27,148.88,150.44,150.27,150.29,150.28,26252630,5.8664,17.095,1.68,0.9441,1.3883,1.0966,1.5572,19.1971,23.7139
20/07/2017,151.5,150.34,150.19,151.74,150.34,150.35,150.345,17243748,5.8692,17.103,1.68,0.9441,1.3883,1.0966,1.5565,19.1971,23.7139
19/07/2017,150.48,151.02,149.95,151.42,150.94,151.02,150.98,20922969,5.8957,17.1803,1.68,0.9441,1.3883,1.0966,1.5495,19.1971,23.7139
18/07/2017,149.2,150.08,148.67,150.13,150.04,150.09,150.065,17868792,5.859,17.0734,1.68,0.9441,1.3883,1.0966,1.5592,19.1971,23.7139
17/07/2017,148.82,149.56,148.57,150.9,149.6,149.61,149.605,23793456,5.8387,17.0142,1.68,0.9441,1.3883,1.0966,1.5646,19.1971,23.7139
14/07/2017,147.97,149.04,147.33,149.33,149.02,149.07,149.045,20132061,5.8184,16.9551,1.68,0.9441,1.3883,1.0966,1.57,19.1971,23.7139
13/07/2017,145.5,147.77,145.44,148.49,147.78,147.79,147.785,25199373,5.7688,16.8106,1.68,0.9441,1.3883,1.0966,1.5835,19.1971,23.7139
12/07/2017,145.87,145.74,144.82,146.18,145.74,145.77,145.755,24884478,5.6896,16.5797,1.68,0.9441,1.3883,1.0966,1.6056,19.1971,23.7139
11/07/2017,144.73,145.53,144.38,145.85,145.55,145.56,145.555,19781836,5.6814,16.5558,1.68,0.9441,1.3883,1.0966,1.6079,19.1971,23.7139
10/07/2017,144.11,145.06,143.37,145.95,145.09,145.1,145.095,21090636,5.663,16.5023,1.68,0.9441,1.3883,1.0966,1.6131,19.1971,23.7139
07/07/2017,142.9,144.18,142.9,144.75,144.16,144.17,144.165,19201712,5.6287,16.4022,1.68,0.9441,1.3883,1.0966,1.623,19.1971,23.7139
06/07/2017,143.02,142.73,142.41,143.5,142.71,142.73,142.72,24128782,5.5721,16.2372,1.68,0.9441,1.3883,1.0966,1.6395,19.1971,23.7139
05/07/2017,143.69,144.09,142.7237,144.79,144.08,144.09,144.085,21569557,5.6252,16.392,1.68,0.9441,1.3883,1.0966,1.624,19.1971,23.7139
03/07/2017,144.88,143.5,143.1,145.3001,143.5,143.51,143.505,14277848,5.6021,16.3248,1.68,0.9441,1.3883,1.0966,1.6307,19.1971,23.7139
30/06/2017,144.45,144.02,143.78,144.96,144.03,144.04,144.035,23024107,5.6224,16.384,1.68,0.9441,1.3883,1.0966,1.6248,19.1971,23.7139
29/06/2017,144.71,143.68,142.28,145.13,143.67,143.68,143.675,31499368,5.5785,16.8167,2.11,0.9149,1.3906,1.0728,1.5869,20.8503,26.6504
28/06/2017,144.49,145.83,143.1601,146.11,145.83,145.85,145.84,22082432,5.6619,17.0684,2.11,0.9149,1.3906,1.0728,1.5635,20.8503,26.6504
27/06/2017,145.01,143.73,143.62,146.16,143.73,143.78,143.755,24761891,5.5804,16.8226,2.11,0.9149,1.3906,1.0728,1.5863,20.8503,26.6504
26/06/2017,147.17,145.82,145.38,148.28,145.79,145.8,145.795,25692361,5.6615,17.0672,2.11,0.9149,1.3906,1.0728,1.5636,20.8503,26.6504
23/06/2017,145.13,146.28,145.11,147.16,146.28,146.29,146.285,35439389,5.6794,17.121,2.11,0.9149,1.3906,1.0728,1.5587,20.8503,26.6504
22/06/2017,145.77,145.63,145.1199,146.7,145.63,145.65,145.64,19106294,5.6542,17.045,2.11,0.9149,1.3906,1.0728,1.5656,20.8503,26.6504
21/06/2017,145.52,145.87,144.61,146.0693,145.87,145.88,145.875,21265751,5.6635,17.0731,2.11,0.9149,1.3906,1.0728,1.563,20.8503,26.6504
20/06/2017,146.87,145.01,144.94,146.87,145,145.01,145.005,24900073,5.6301,16.9724,2.11,0.9149,1.3906,1.0728,1.5723,20.8503,26.6504
19/06/2017,143.66,146.34,143.66,146.74,146.32,146.39,146.355,32541404,5.6817,17.1281,2.11,0.9149,1.3906,1.0728,1.558,20.8503,26.6504
16/06/2017,143.78,142.27,142.2,144.5,142.25,142.26,142.255,50361093,5.5237,16.6517,2.11,0.9149,1.3906,1.0728,1.6026,20.8503,26.6504
15/06/2017,143.32,144.29,142.21,144.4798,144.29,144.31,144.3,32165373,5.6021,16.8881,2.11,0.9149,1.3906,1.0728,1.5802,20.8503,26.6504
14/06/2017,147.5,145.16,143.84,147.5,145.15,145.16,145.155,31531232,5.6359,16.99,2.11,0.9149,1.3906,1.0728,1.5707,20.8503,26.6504
13/06/2017,147.16,146.59,145.15,147.45,146.58,146.59,146.585,34165445,5.6914,17.1573,2.11,0.9149,1.3906,1.0728,1.5554,20.8503,26.6504
12/06/2017,145.74,145.42,142.51,146.09,145.39,145.43,145.41,72307330,5.646,17.0204,2.11,0.9149,1.3906,1.0728,1.5679,20.8503,26.6504
09/06/2017,155.19,148.98,146.02,155.19,148.96,148.97,148.965,64882657,5.7842,17.4371,2.11,0.9149,1.3906,1.0728,1.5304,20.8503,26.6504
08/06/2017,155.25,154.99,154.4,155.54,154.98,154.99,154.985,21250798,6.0176,18.1405,2.11,0.9149,1.3906,1.0728,1.4711,20.8503,26.6504
07/06/2017,155.02,155.37,154.48,155.98,155.36,155.37,155.365,21069647,6.0323,18.185,2.11,0.9149,1.3906,1.0728,1.4675,20.8503,26.6504
06/06/2017,153.9,154.45,153.78,155.81,154.45,154.46,154.455,26624926,5.9966,18.0773,2.11,0.9149,1.3906,1.0728,1.4762,20.8503,26.6504
05/06/2017,154.34,153.93,153.46,154.45,153.91,153.93,153.92,25331662,5.9764,18.0164,2.11,0.9149,1.3906,1.0728,1.4812,20.8503,26.6504
02/06/2017,153.58,155.45,152.89,155.45,155.4,155.45,155.425,27770715,6.0354,18.1943,2.11,0.9149,1.3906,1.0728,1.4667,20.8503,26.6504
01/06/2017,153.17,153.18,152.22,153.33,153.07,153.19,153.13,16404088,5.9473,17.9286,2.11,0.9149,1.3906,1.0728,1.4884,20.8503,26.6504
31/05/2017,153.97,152.76,152.38,154.17,152.76,152.77,152.765,24451164,5.931,17.8795,2.11,0.9149,1.3906,1.0728,1.4925,20.8503,26.6504
30/05/2017,153.42,153.67,153.33,154.43,153.67,153.68,153.675,20126851,5.9663,17.986,2.11,0.9149,1.3906,1.0728,1.4837,20.8503,26.6504
26/05/2017,154,153.61,153.31,154.24,153.58,153.62,153.6,21927637,5.964,17.979,2.11,0.9149,1.3906,1.0728,1.4843,20.8503,26.6504
25/05/2017,153.73,153.87,153.03,154.35,153.88,153.91,153.895,19235598,5.9741,18.0094,2.11,0.9149,1.3906,1.0728,1.4818,20.8503,26.6504
24/05/2017,153.84,153.34,152.67,154.17,153.29,153.3,153.295,19219154,5.9535,17.9474,2.11,0.9149,1.3906,1.0728,1.4869,20.8503,26.6504
23/05/2017,154.9,153.8,153.31,154.9,153.79,153.8,153.795,19918871,5.9714,18.0012,2.11,0.9149,1.3906,1.0728,1.4824,20.8503,26.6504
22/05/2017,154,153.99,152.91,154.58,153.98,154,153.99,22966437,5.9788,18.0234,2.11,0.9149,1.3906,1.0728,1.4806,20.8503,26.6504
19/05/2017,153.38,153.06,152.63,153.98,153.04,153.06,153.05,26960788,5.9426,17.9146,2.11,0.9149,1.3906,1.0728,1.4896,20.8503,26.6504
18/05/2017,151.27,152.54,151.13,153.34,152.49,152.53,152.51,33568215,5.9225,17.8537,2.11,0.9149,1.3906,1.0728,1.4947,20.8503,26.6504
17/05/2017,153.6,150.25,149.71,154.57,150.19,150.25,150.22,50767678,5.8335,17.5857,2.11,0.9149,1.3906,1.0728,1.5175,20.8503,26.6504
16/05/2017,155.94,155.47,154.72,156.06,155.46,155.47,155.465,20048478,6.0362,18.1967,2.11,0.9149,1.3906,1.0728,1.4665,20.8503,26.6504
15/05/2017,156.01,155.7,155.05,156.65,155.67,155.69,155.68,26009719,6.0451,18.2236,2.11,0.9149,1.3906,1.0728,1.4644,20.8503,26.6504
12/05/2017,154.7,156.1,154.67,156.42,156.1,156.11,156.105,32527017,6.0607,18.2704,2.11,0.9149,1.3906,1.0728,1.4606,20.8503,26.6504
11/05/2017,152.45,153.95,152.31,154.07,153.94,153.95,153.945,27255058,5.9772,18.0188,2.11,0.9149,1.3906,1.0728,1.481,20.8503,26.6504
10/05/2017,153.63,153.26,152.11,153.94,153.24,153.26,153.25,25805692,5.9504,17.938,2.11,0.9149,1.3906,1.0728,1.4877,20.8503,26.6504
09/05/2017,153.87,153.99,153.45,154.88,153.97,153.98,153.975,39130363,5.9788,18.0234,2.11,0.9149,1.3906,1.0728,1.4806,20.8503,26.6504
08/05/2017,149.03,153.01,149.03,153.7,153.01,153.02,153.015,48752413,5.9407,17.9087,2.11,0.9149,1.3906,1.0728,1.4901,20.8503,26.6504
05/05/2017,146.76,148.96,146.76,148.98,148.95,148.96,148.955,27327725,5.7835,17.4347,2.11,0.9149,1.3906,1.0728,1.5306,20.8503,26.6504
04/05/2017,146.52,146.53,145.81,147.14,146.49,146.53,146.51,23371872,5.6891,17.1503,2.11,0.9149,1.3906,1.0728,1.556,20.8503,26.6504
03/05/2017,145.59,147.06,144.27,147.49,147.04,147.06,147.05,45697034,5.7097,17.2123,2.11,0.9149,1.3906,1.0728,1.5504,20.8503,26.6504
02/05/2017,147.54,147.51,146.84,148.09,147.47,147.49,147.48,45352194,5.7272,17.265,2.11,0.9149,1.3906,1.0728,1.5457,20.8503,26.6504
01/05/2017,145.1,146.58,144.96,147.2,146.56,146.66,146.61,33602943,5.6911,17.1562,2.11,0.9149,1.3906,1.0728,1.5555,20.8503,26.6504
28/04/2017,144.09,143.65,143.27,144.3,143.61,143.65,143.63,20860358,5.5773,16.8132,2.11,0.9149,1.3906,1.0728,1.5872,20.8503,26.6504
27/04/2017,143.9225,143.79,143.31,144.16,143.79,143.8,143.795,14246347,5.5827,16.8296,2.11,0.9149,1.3906,1.0728,1.5856,20.8503,26.6504
26/04/2017,144.47,143.68,143.3762,144.6,143.65,143.66,143.655,20041241,5.5785,16.8167,2.11,0.9149,1.3906,1.0728,1.5869,20.8503,26.6504
25/04/2017,143.91,144.53,143.87,144.9,144.53,144.54,144.535,18871501,5.6115,16.9162,2.11,0.9149,1.3906,1.0728,1.5775,20.8503,26.6504
24/04/2017,143.5,143.64,143.18,143.95,143.61,143.64,143.625,17134333,5.5769,16.812,2.11,0.9149,1.3906,1.0728,1.5873,20.8503,26.6504
21/04/2017,142.44,142.27,141.85,142.68,142.24,142.27,142.255,17320928,5.5237,16.6517,2.11,0.9149,1.3906,1.0728,1.6026,20.8503,26.6504
20/04/2017,141.22,142.44,141.16,142.92,142.44,142.47,142.455,23319562,5.5303,16.6716,2.11,0.9149,1.3906,1.0728,1.6007,20.8503,26.6504
19/04/2017,141.88,140.68,140.45,142,140.65,140.67,140.66,17328375,5.462,16.4656,2.11,0.9149,1.3906,1.0728,1.6207,20.8503,26.6504
18/04/2017,141.41,141.2,141.11,142.04,141.18,141.2,141.19,14697544,5.4822,16.5265,2.11,0.9149,1.3906,1.0728,1.6147,20.8503,26.6504
17/04/2017,141.48,141.83,140.87,141.88,141.82,141.84,141.83,16582094,5.5066,16.6002,2.11,0.9149,1.3906,1.0728,1.6076,20.8503,26.6504
13/04/2017,141.91,141.05,141.05,142.38,141.05,141.07,141.06,17822880,5.4764,16.5089,2.11,0.9149,1.3906,1.0728,1.6164,20.8503,26.6504
12/04/2017,141.6,141.8,141.01,142.15,141.78,141.79,141.785,20350000,5.5055,16.5967,2.11,0.9149,1.3906,1.0728,1.6079,20.8503,26.6504
11/04/2017,142.94,141.63,140.06,143.35,141.61,141.63,141.62,30379376,5.4989,16.5768,2.11,0.9149,1.3906,1.0728,1.6098,20.8503,26.6504
10/04/2017,143.6,143.17,142.9,143.8792,143.16,143.17,143.165,18933397,5.5587,16.757,2.11,0.9149,1.3906,1.0728,1.5925,20.8503,26.6504
07/04/2017,143.73,143.34,143.27,144.18,143.34,143.35,143.345,16672198,5.5653,16.7769,2.11,0.9149,1.3906,1.0728,1.5906,20.8503,26.6504
06/04/2017,144.29,143.66,143.45,144.52,143.67,143.68,143.675,21149034,5.5777,16.8144,2.11,0.9149,1.3906,1.0728,1.5871,20.8503,26.6504
05/04/2017,144.22,144.02,143.81,145.46,144.02,144.03,144.025,27717854,5.5917,16.8565,2.11,0.9149,1.3906,1.0728,1.5831,20.8503,26.6504
04/04/2017,143.25,144.77,143.17,144.89,144.75,144.77,144.76,19891354,5.6208,16.9443,2.11,0.9149,1.3906,1.0728,1.5749,20.8503,26.6504
03/04/2017,143.71,143.7,143.05,144.12,143.7,143.71,143.705,19985714,5.5792,16.8191,2.11,0.9149,1.3906,1.0728,1.5866,20.8503,26.6504
31/03/2017,143.72,143.66,143.01,144.27,143.67,143.69,143.68,19661651,5.5777,16.8144,2.11,0.9149,1.3906,1.0728,1.5871,20.8503,26.6504
30/03/2017,144.19,143.93,143.5,144.5,143.92,143.93,143.925,21207252,5.7135,17.2263,3.38,0.7186,1.2282,0.8856,1.5494,22.8344,29.8133
29/03/2017,143.68,144.12,143.19,144.49,144.15,144.16,144.155,29189955,5.7211,17.249,3.38,0.7186,1.2282,0.8856,1.5473,22.8344,29.8133
28/03/2017,140.91,143.8,140.62,144.04,143.79,143.82,143.805,33374805,5.7084,17.2107,3.38,0.7186,1.2282,0.8856,1.5508,22.8344,29.8133
27/03/2017,139.39,140.88,138.62,141.22,140.88,140.9,140.89,23575094,5.5924,16.8612,3.38,0.7186,1.2282,0.8856,1.5829,22.8344,29.8133
24/03/2017,141.5,140.64,140.35,141.74,140.63,140.72,140.675,22395563,5.5829,16.8325,3.38,0.7186,1.2282,0.8856,1.5856,22.8344,29.8133
23/03/2017,141.26,140.92,140.61,141.5844,140.92,140.93,140.925,20346301,5.594,16.866,3.38,0.7186,1.2282,0.8856,1.5825,22.8344,29.8133
22/03/2017,139.845,141.42,139.76,141.6,141.43,141.44,141.435,25860165,5.6139,16.9259,3.38,0.7186,1.2282,0.8856,1.5769,22.8344,29.8133
21/03/2017,142.11,139.84,139.73,142.8,139.85,139.86,139.855,39529912,5.5512,16.7368,3.38,0.7186,1.2282,0.8856,1.5947,22.8344,29.8133
20/03/2017,140.4,141.46,140.23,141.5,141.46,141.48,141.47,21542038,5.6155,16.9307,3.38,0.7186,1.2282,0.8856,1.5764,22.8344,29.8133
17/03/2017,141,139.99,139.89,141,139.91,139.92,139.915,43884952,5.5571,16.7547,3.38,0.7186,1.2282,0.8856,1.593,22.8344,29.8133
16/03/2017,140.72,140.69,140.26,141.02,140.68,140.69,140.685,19231998,5.5849,16.8385,3.38,0.7186,1.2282,0.8856,1.585,22.8344,29.8133
15/03/2017,139.41,140.46,139.025,140.7501,140.45,140.46,140.455,25691774,5.5758,16.811,3.38,0.7186,1.2282,0.8856,1.5876,22.8344,29.8133
14/03/2017,139.3,138.99,138.84,139.65,138.98,138.99,138.985,15309065,5.5174,16.635,3.38,0.7186,1.2282,0.8856,1.6044,22.8344,29.8133
13/03/2017,138.85,139.2,138.82,139.43,139.18,139.19,139.185,17421717,5.5258,16.6602,3.38,0.7186,1.2282,0.8856,1.602,22.8344,29.8133
10/03/2017,139.25,139.14,138.64,139.3571,139.14,139.15,139.145,19612801,5.5234,16.653,3.38,0.7186,1.2282,0.8856,1.6027,22.8344,29.8133
09/03/2017,138.74,138.68,137.05,138.79,138.67,138.68,138.675,22155904,5.5051,16.5979,3.38,0.7186,1.2282,0.8856,1.608,22.8344,29.8133
08/03/2017,138.95,139,138.82,139.8,139,139.02,139.01,18707236,5.5178,16.6362,3.38,0.7186,1.2282,0.8856,1.6043,22.8344,29.8133
07/03/2017,139.06,139.52,138.79,139.98,139.48,139.49,139.485,17446297,5.5385,16.6985,3.38,0.7186,1.2282,0.8856,1.5983,22.8344,29.8133
06/03/2017,139.365,139.34,138.5959,139.77,139.31,139.33,139.32,21750044,5.5313,16.6769,3.38,0.7186,1.2282,0.8856,1.6004,22.8344,29.8133
03/03/2017,138.78,139.78,138.59,139.83,139.76,139.77,139.765,21571121,5.5488,16.7296,3.38,0.7186,1.2282,0.8856,1.5954,22.8344,29.8133
02/03/2017,140,138.96,138.76,140.2786,138.92,138.94,138.93,26210984,5.5162,16.6314,3.38,0.7186,1.2282,0.8856,1.6048,22.8344,29.8133
01/03/2017,137.89,139.79,137.595,140.15,139.77,139.79,139.78,36414585,5.5492,16.7308,3.38,0.7186,1.2282,0.8856,1.5953,22.8344,29.8133
28/02/2017,137.08,136.99,136.7,137.435,136.98,136.99,136.985,23482860,5.438,16.3957,3.38,0.7186,1.2282,0.8856,1.6279,22.8344,29.8133
27/02/2017,137.14,136.93,136.28,137.435,136.94,136.95,136.945,20257426,5.4356,16.3885,3.38,0.7186,1.2282,0.8856,1.6286,22.8344,29.8133
24/02/2017,135.91,136.66,135.28,136.66,136.64,136.65,136.645,21776585,5.4249,16.3562,3.38,0.7186,1.2282,0.8856,1.6318,22.8344,29.8133
23/02/2017,137.38,136.53,136.3,137.48,136.52,136.53,136.525,20788186,5.4198,16.3406,3.38,0.7186,1.2282,0.8856,1.6333,22.8344,29.8133
22/02/2017,136.43,137.11,136.11,137.12,137.09,137.11,137.1,20836932,5.4428,16.41,3.38,0.7186,1.2282,0.8856,1.6264,22.8344,29.8133
21/02/2017,136.23,136.7,135.98,136.75,136.68,136.7,136.69,24507156,5.4265,16.3609,3.38,0.7186,1.2282,0.8856,1.6313,22.8344,29.8133
17/02/2017,135.1,135.72,135.1,135.83,135.7,135.72,135.71,22198197,5.3876,16.2437,3.38,0.7186,1.2282,0.8856,1.6431,22.8344,29.8133
16/02/2017,135.67,135.345,134.8398,135.9,135.34,135.35,135.345,22584555,5.3727,16.1988,3.38,0.7186,1.2282,0.8856,1.6476,22.8344,29.8133
15/02/2017,135.52,135.51,134.62,136.27,135.5,135.52,135.51,35623100,5.3793,16.2185,3.38,0.7186,1.2282,0.8856,1.6456,22.8344,29.8133
14/02/2017,133.47,135.02,133.25,135.09,135.01,135.02,135.015,33226223,5.3598,16.1599,3.38,0.7186,1.2282,0.8856,1.6516,22.8344,29.8133
13/02/2017,133.08,133.29,132.75,133.82,133.29,133.3,133.295,23035421,5.2911,15.9528,3.38,0.7186,1.2282,0.8856,1.673,22.8344,29.8133
10/02/2017,132.46,132.12,132.05,132.94,132.11,132.12,132.115,20065458,5.2447,15.8128,3.38,0.7186,1.2282,0.8856,1.6879,22.8344,29.8133
09/02/2017,131.65,132.42,131.12,132.445,132.41,132.42,132.415,28349859,5.2566,15.8487,3.38,0.7186,1.2282,0.8856,1.684,22.8344,29.8133
08/02/2017,131.35,132.04,131.22,132.22,132.03,132.04,132.035,23004072,5.2415,15.8032,3.38,0.7186,1.2282,0.8856,1.6889,22.8344,29.8133
